,pid,name,sid,sentence
0,0,alabama,0,"Alabama () is a state in the southern United States, bordered by Tennessee in the north, Georgia in the east, Florida and the Gulf of Mexico in the south, and Mississippi in the west."
1,0,alabama,1,Alabama is the 30th largest by region and the 24th most populous in the United States.
2,0,alabama,2," With a total of 1,500 miles (2,400 kilometres) of inland waterways, Alabama is among the more than one state."
3,0,alabama,3,"Alabama is nicknamed the State of Yellowhammer, after the state bird."
4,0,alabama,4,"Alabama is also known as ""Heart of Dixie"" and ""Cotton State""."
5,0,alabama,5,"The state tree is the long-leaved pine, and the state flower is the camellia."
6,0,alabama,6,The capital of the Alabama is Montgomery.
7,0,alabama,7,"The largest city per population is Birmingham, which has long been the most industrialized city; the largest city per land area is Huntsville."
8,0,alabama,8,"The oldest city was Mobile, founded by French settlers in 1702 as the capital of French Louisiana."
9,0,alabama,9," Greater Birmingham is the largest urban economy in Alabama, its most populated urban area, and its economic center."
10,0,alabama,10," From the American Civil War to the Second World War, Alabama, like many states in the southern United States, experienced economic difficulties, in part because of its continued dependence on agriculture."
11,0,alabama,11," Like other former slave states, Alabamian legislators have used Jim Crow's laws to deprive African Americans of their right to vote and to discriminate in any other way from the end of the reconstruction era to at least the 1970s."
12,0,alabama,12," Despite the growth of large industries and urban centres, white rural interests dominated the state parliament from 1901 to 1960."
13,0,alabama,13," Meanwhile, urban interests and African-Americans were clearly underrepresented."
14,0,alabama,14," After the Second World War, Alabama grew up as the state economy moved from an economy based primarily on agriculture to an economy with diverse interests."
15,0,alabama,15,"The state economy in the 21st century is based on management, automobile, finance, manufacturing, aerospace, mineral extraction, health care, education, retail trade and technology."
16,0,alabama,16,"The European-American name of the river and state of Alabama is derived from the people of Alabama, a Muskogean tribe whose members lived just below the confluence of the Coosa and Tallapoosa rivers on the upper sections of the river."
17,0,alabama,17,"In the Alabama language, the word of a person of Alabama lineage is Albaamo (or variously Albaama or Albaamo in different dialects; the plural form is Albaamaha)."
18,0,alabama,18,"The suggestion to borrow ""Alabama"" from the Choctaw language is unlikely."
19,0,alabama,19,The spelling of the word varies considerably between historical sources.
20,0,alabama,20,"The first use appears in three accounts of the Soto expedition Hernando of 1540: Garcilaso de la Vega used Alibamo, while the Knight of Elvas and Rodrigo Ranjel wrote Alibamu and Limamu, respectively, in the transliterations of the term."
21,0,alabama,21,"As early as 1702, the French called the Alibamon tribe, with French maps identifying the river as the River of the Alibamons."
22,0,alabama,22," Other spellings of the name include Alibamu, Alabamo, Albama, Alibamon, Alibama, Alibamou, Alabamu and Allibamou."
23,0,alabama,23,Sources disagree on the meaning of the word.
24,0,alabama,24," Some researchers suggest that the word comes from the Choctaw alba (i.e., ""plants"" or ""herbs"") and amo (i.e., ""to be cut"", ""to be cut"" or ""to be gathered"")."
