,pid,name,sid,sentence
0,0,alabama,0,"Alabama () is a state in the southern United States, bordered by Tennessee in the north; Georgia in the east; Florida and Gulf of Mexico in the south; and Mississippi in the west."
1,0,alabama,1,Alabama is the 30th largest by region and the 24th most populated in the United States.
2,0,alabama,2," With a total of 1,500 miles (2,400 km) of inland waterways, Alabama is one of the most important States."
3,0,alabama,3,"Alabama is nicknamed the state of Yellowhammer, after the state bird."
4,0,alabama,4,"The Alabama is also known as ""Heart of Dixie"" and ""Cotton State""."
5,0,alabama,5,"The state tree is the long-leaf pine, and the state flower is the camellia."
6,0,alabama,6,Alabama's capital is Montgomery.
7,0,alabama,7,"The largest city by population is Birmingham, which has long been the most industrialized city; the largest city by land area is Huntsville."
8,0,alabama,8,"The oldest city is Mobile, founded by French settlers in 1702 as the capital of French Louisiana."
9,0,alabama,9," Greater Birmingham is the largest urban economy in Alabama, its most populated urban area and its economic centre."
10,0,alabama,10," From the American Civil War to World War II, Alabama, like many states in the southern United States, experienced economic difficulties, in part because of its continued dependence on agriculture."
11,0,alabama,11," Like other former slave states, Alabamian legislators have used Jim Crow's laws to disqualify African Americans and otherwise discriminate against them from the end of the reconstruction era until at least the 1970s."
12,0,alabama,12," Despite the growth of large industries and urban centres, white rural interests dominated the state's legislature from 1901 to 1960."
13,0,alabama,13," During this period, urban interests and African-Americans were clearly under-represented."
14,0,alabama,14," After World War II, Alabama grew as the state economy moved from an economy based primarily on agriculture to an economy with diverse interests."
15,0,alabama,15,"In the 21st century, the government economy is based on management, automobile, finance, manufacturing, aerospace, mining, health care, education, retail trade and technology."
16,0,alabama,16,"The European-American name of the Alabama River and State was derived from the people of Alabama, a Muskogean tribe whose members lived just below the confluence of the Coosa and Tallapoosa rivers on the upper sections of the river."
17,0,alabama,17,"In the Alabama language, the word of a person of alabama lineage is Albaamo (or various Albaama or Albaamo in different dialects; the plural form is Albaamaha)."
18,0,alabama,18,"It is unlikely that the term ""Alabama"" was borrowed from the language of Choctaw."
19,0,alabama,19,The spelling of the word varies significantly from one historical source to the next.
20,0,alabama,20,"The first use appears in three accounts of the Soto Hernando expedition of 1540: Garcilaso de la Vega used Alibamo, while the Knight of Elvas and Rodrigo Ranjel wrote Alibamu and Limamu, respectively, in transliterations of the term."
21,0,alabama,21,"As early as 1702, the French called the Alibamon tribe, with French maps identifying the river as the River of the Alibamons."
22,0,alabama,22," Other spellings of the name included Alibamu, Alabamo, Albama, Alibamon, Alibama, Alibamou, Alabamu, Allibamou."
23,0,alabama,23,Sources do not agree on the meaning of the word.
24,0,alabama,24," Some researchers suggest that the word comes from the Choctaw alba (i.e., ""plants"" or ""herbs"") and amo (i.e., ""to be cut"", ""to be cut"", or ""to be assembled"")."
25,0,alabama,25," These may include ""furnace clearers"" or ""herb harvesters"", which refer to clearing lands for cultivation or collection of medicinal plants."
26,0,alabama,26,The state has many names of place of Amerindian origin.
27,0,alabama,27," However, there are no similar words in Alabama."
28,0,alabama,28,"An article from 1842 in Jacksonville's Republican suggested that he meant ""Here we rest."""
29,0,alabama,29, This notion was popularized in the 1850s by the writings of Alexander Beaufort Meek.
30,0,alabama,30, Muslim language experts have found no evidence to support such a translation.
31,0,alabama,31, Indigenous peoples of diverse cultures have lived in the region for thousands of years before the advent of European colonization.
32,0,alabama,32,Trade with tribes in the northeast by the Ohio River began during the burial period (1000 B.C. – 700 B.C.) and continued until European contact.
33,0,alabama,33," Mississippi's agrarian culture covered most of the state from 1000 to 1600 CE, with one of its main centers built in what is now the archaeological site of Moundville in Moundville, Alabama."
34,0,alabama,34,"It is the second largest complex in the classical Middle Mississippi era, after Cahokia in present-day Illinois, which was the centre of culture."
35,0,alabama,35,The analysis of artifacts from the Moundville archaeological excavations served as a basis for the researchers' formulation of the characteristics of the southeastern ceremonial complex (SECC).
36,0,alabama,36," Contrary to popular belief, SCEC seems to have no direct connection to Meso-American culture, but to have developed independently."
37,0,alabama,37,The Ceremonial Complex represents a major component of the religion of the Mississippi peoples
38,0,alabama,38," Among the historical tribes of the Amerindians living in Alabama today at the time of European contacts were the Cherokee, an Iroquoian-speaking people, and the Muslim-speaking Alabamas (Alibamu), Chickasaw, Choctaw, Creek, and Koasati."
39,0,alabama,39," Although part of the same large family of languages, Muskogee tribes have developed distinct cultures and languages."
40,0,alabama,40," With exploration in the sixteenth century, the Spaniards were the first Europeans to reach Alabama."
41,0,alabama,41,The expedition of Hernando de Soto crossed Mabila and other parts of the state in 1540.
42,0,alabama,42,"More than 160 years later, the French founded the first European colony in the region at Old Mobile in 1702."
43,0,alabama,43,The city was moved to the current site of Mobile in 1711.
44,0,alabama,44, This region was claimed by the French from 1702 to 1763 as part of the Louisiana.
45,0,alabama,45," After the loss of the French by the British during the Seven Years' War, he was part of West British Florida from 1763 to 1783."
46,0,alabama,46," After the victory of the United States in the American Revolutionary War, the territory is divided between the United States and Spain."
47,0,alabama,47,The latter retained control of that western territory from 1783 until the surrender of the Spanish garrison to Mobile to the American forces on 13 April 1813.
48,0,alabama,48,"Thomas Bassett, loyalist of the British monarchy during the Revolution, was one of the first white settlers of the state outside Mobile."
49,0,alabama,49,He settled in the District of Tombigbee in the early 1770s.
50,0,alabama,50,"The boundaries of the district were approximately limited to the area a few miles from the Tombigbee River and included portions of what is now found in southern Clarke County, the northernmost mobile county, and most Washington counties."
51,0,alabama,51," What is now the counties of Baldwin and Mobile became part of Spanish Western Florida in 1783, part of the Independent Republic of West Florida in 1810, and was finally added to Mississippi territory in 1812."
52,0,alabama,52, Most of what is now two-thirds north of Alabama was known as the Yazoo lands from the British colonial period.
53,0,alabama,53,It was claimed by the province of Georgia from 1767 onwards.
54,0,alabama,54," After the revolutionary war, there remains a part of Georgia, though strongly contested."
55,0,alabama,55," With the exception of the area around the lands of Mobile and Yazoo, what is now the lower third of Alabama was part of Mississippi territory when it was organized in 1798."
56,0,alabama,56,Yazoo's lands were added to the territory in 1804 as a result of the Yazoo land scandal.
57,0,alabama,57, Spain maintained a claim on its former Spanish territory of Western Florida in what would become coastal counties until the Adams-Onís Treaty officially gave it to the United States in 1819.
58,0,alabama,58," Prior to Mississippi's admission to the state on 10 December 1817, the eastern half of the territory, more scattered, was separated and named territory of Alabama."
59,0,alabama,59,"The United States Congress established the Territory of Alabama on March 3, 1817."
60,0,alabama,60,"St. Stephens, now abandoned, was the territorial capital between 1817 and 1819."
61,0,alabama,61,"The Alabama was admitted as the 22nd state on 14 December 1819, when Congress chose Huntsville as the site of the first Constitutional Convention."
62,0,alabama,62," From 5 July to 2 August 1819, delegates met to prepare the new state constitution."
63,0,alabama,63,"Huntsville served as a temporary capital from 1819 to 1820, when the seat of government moved to Cahaba in Dallas County."
64,0,alabama,64,"Cahaba, now a ghost town, was the first permanent state capital between 1820 and 1825."
65,0,alabama,65,"The rush to the Alabama Fever was under way when the state was admitted into the Union, with settlers and speculators of land pouring into the state to take advantage of fertile land suitable for cotton cultivation."
66,0,alabama,66,"Part of the border in the 1820s and 1830s, its constitution provided for the universal suffrage of white men."
67,0,alabama,67, Planters in the south-east and traders in the south brought slaves with them as cotton plantations in Alabama grew.
68,0,alabama,68,The economy of the Central Black Belt (named for its dark and productive soil) was built around large cotton plantations whose wealth of owners came mainly from slave labour.
69,0,alabama,69,The region has also attracted many poor and deprived of their rights that have become subsistence farmers.
70,0,alabama,70,"In 1810, the population of Alabama was estimated at less than 10,000, but increased to more than 300,000 in 1830."
71,0,alabama,71, Most Amerindian tribes were completely withdrawn from the state in a few years after Congress passed the Indian Abduction Act in 1830.
